scheme_name,scheme_link,state,category,description
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: Assistance of Capital Investment Subsidy to Micro enterprises,https://www.myscheme.gov.in/schemes/agmsmecis,Gujarat,Business & Entrepreneurship,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports."
Aatmanirbhar Gujarat Scheme for assistance to MSMEs: EPF Reimbursement to MSMEs,https://www.myscheme.gov.in/schemes/agmsmeepf,Gujarat,Business & Entrepreneurship,"The ""Aatmanirbhar Gujarat Scheme for assistance to MSMEs"" aims to empower the state's dynamic MSME sector, which significantly contributes to employment, GDP, and exports."
Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Running Short-term Bridge Courses,https://www.myscheme.gov.in/schemes/setcmstbc,Gujarat,"Education & Learning, Skills & Employment","The ""Scheme for Enhancement of Technical Competence and Manpower"" under the Gujarat Industrial Policy aims to bridge the industry’s skill gap, boost employment, and align workforce training with evolving technology and business needs."
Scheme for Financial Assistance to Integrated Logistics Facilities: Exemption of Electricity Duty,https://www.myscheme.gov.in/schemes/sfailfeed,Gujarat,Business & Entrepreneurship,"The ""Scheme for Financial Assistance to Integrated Logistics Facilities"" under the Gujarat Integrated Logistics and Logistics Park Policy, provides financial support to private developers for creating logistics facilities and parks with the necessary infrastructure and services."
Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries: Reimbursement of Stamp Duty and Registration Fees,https://www.myscheme.gov.in/schemes/agsmrsd,Gujarat,Business & Entrepreneurship,"The ""Aatmanirbhar Gujarat Scheme for Assistance to Mega Industries"" aims to strengthen the overall industrial ecosystem in the State and also enable a larger set of manufacturing companies to emulate the adoption of clean energy and make them future-ready to compete in global markets."
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Quality Certification,https://www.myscheme.gov.in/schemes/bauuyaqc,Gujarat,Business & Entrepreneurship,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance in Implementation of Information and Communication Technology (ICT),https://www.myscheme.gov.in/schemes/bauuyict,Gujarat,Business & Entrepreneurship,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
Scheme for Enhancement of Technical Competence and Manpower: Scheme of Financial Assistance for Tuition Fees for Enhancement of Skill,https://www.myscheme.gov.in/schemes/setctfes,Gujarat,Skills & Employment,"The ""Scheme for Enhancement of Technical Competence and Manpower"" under the Gujarat Industrial Policy aims to bridge the industry’s skill gap, boost employment, and align workforce training with evolving technology and business needs."
"Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to basic industrial infrastructure (Water, Gas and Approach Road)",https://www.myscheme.gov.in/schemes/bauuyabii,Gujarat,Business & Entrepreneurship,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance to MSEs for Shed Developed by Private Developer,https://www.myscheme.gov.in/schemes/bauuysdpd,Gujarat,Business & Entrepreneurship,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
Dr.Babasaheb Ambedkar Udyog Uday Yojana: Assistance for Technology Acquisition,https://www.myscheme.gov.in/schemes/bauuyata,Gujarat,Business & Entrepreneurship,"The scheme ""Dr.Babasaheb Ambedkar Udyog Uday Yojana"" aims to support SC/ST entrepreneurs and strengthen MSMEs, making them globally competitive."
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME):  Assistance for Saving in Consumption of Energy and Water",https://www.myscheme.gov.in/schemes/samsmeasc,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness."
Market Development Assistance to MSMEs: Assistance to Organizers for Organizing Industrial Exhibitions in Gujarat,https://www.myscheme.gov.in/schemes/mdameao,Gujarat,Business & Entrepreneurship,"The scheme ""Assistance to Organizers for Organizing Industrial Exhibitions in Gujarat"" under the ""Market Development Assistance to MSMEs"" aims to provide financial assistance to organizers of industrial exhibitions in Gujarat."
Gujarat Textile Policy: Payroll Assistance,https://www.myscheme.gov.in/schemes/gtppa,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
Gujarat Textile Policy: Assistance for Saving in Consumption of Energy and Water,https://www.myscheme.gov.in/schemes/gtpascew,Gujarat,Business & Entrepreneurship,"The ""Gujarat Textile Policy"" introduced by the Industries and Mines Department aims to create a vibrant Textile Sector ecosystem and generate enormous employment opportunities in the State."
Self-Employment Scheme: Nana Vyavasay Mate Loan Yojana,https://www.myscheme.gov.in/schemes/sesnvmly,Gujarat,"Banking,Financial Services and Insurance, Business & Entrepreneurship","""Nana Vyavasay Mate Loan Yojana"" is a component under the ""Self-Employment Scheme"" that provides financial assistance in the form of a loan to establish or expand small businesses such as grocery shops, medical stores, bookstores, etc."
Interest Subvention against long terms loan to the Co-operative sugar societies (Normal Area) (Tribal Area),https://www.myscheme.gov.in/schemes/isaltlcss,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Department, Gujarat. It aims to provide interest subvention on long-term loans taken by sugar cooperative societies for payment of sugarcane arrears for the year 2018-19."
AGR-61 Agro Service Providers for the Purpose of Making Farming More Profitable With the Help of Farm Mechanization,https://www.myscheme.gov.in/schemes/agrasp,Gujarat,"Agriculture,Rural & Environment","This scheme has been introduced by the Agriculture, Farmers Welfare and Cooperation Dept., Gujarat. It aims to support farmers in Gujarat by facilitating access to farm implements and mechanization."
Scheme of Assistance for Management of Stray Cattle,https://www.myscheme.gov.in/schemes/samsc,Gujarat,"Agriculture,Rural & Environment",This scheme provides financial support to local self-government bodies and registered Panjrapoles to reduce or eradicate the problem of stray cattle by encouraging their maintenance and proper care.
Scheme for Management and Purchase of Bulls Provided for Breeding of State Gir/ Kankarej Breed,https://www.myscheme.gov.in/schemes/smpbpbs,Gujarat,"Agriculture,Rural & Environment",The scheme provides financial assistance to registered Gaushalas for rearing purebred Gir or Kankrej male cow calves with high genetic quality to promote pure breeding in indigenous cattle.
Scheme to Give Incentive-Prize to Gaushala/ Panjrapole,https://www.myscheme.gov.in/schemes/sgipgp,Gujarat,"Agriculture,Rural & Environment","The ""Scheme to Give Incentive-Prize to Gaushala/ Panjrapole"" focuses on enhancing the management and operation of Gaushalas and Panjrapoles by offering incentive prizes to the top performers."
Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole,https://www.myscheme.gov.in/schemes/saifgp,Gujarat,"Agriculture,Rural & Environment","""Scheme to Assist for Infrastructural Facilities for Gaushalas & Panjrapole"" aims to support animal welfare organizations like gaushalas and panjrapoles by offering financial assistance for the development and construction of essential infrastructure."
Contribution to State Agriculture Marketing Board Development Fund (General),https://www.myscheme.gov.in/schemes/sfcsambdg,Gujarat,"Agriculture,Rural & Environment","The scheme ""Contribution to State Agriculture Marketing Board Development Fund (General)"" by the Agriculture and Co-operation Department, Government of Gujarat, aims to strengthen market infrastructure through financial assistance to State Agriculture Marketing Boards."
"Scheme for Assistance to Micro, Small and Medium Enterprises (MSME): Assistance for Interest Subsidy (Manufacturing Sector)",https://www.myscheme.gov.in/schemes/samsmeis,Gujarat,Business & Entrepreneurship,"The scheme ""Scheme for Assistance to Micro, Small and Medium Enterprises (MSME)"" launched by the Industries and Mines Department aims to position Gujarat as a global business hub, promoting sustainable manufacturing, MSME growth, and export competitiveness."
Scheme For Assistance For Start Ups/ Innovation,https://www.myscheme.gov.in/schemes/sasi,Gujarat,Business & Entrepreneurship,"The ""Scheme for Assistance for Startups / Innovation"" has been introduced to encourage R&D and start innovation and entrepreneurship at different levels of the startup cycle. The scheme came into force on 07/08/2020 and will remain in operation for a period of 5 years, i.e. upto 06.08.2025."
"Assistance for Tools, Equipment, Shorting/Grading Equipment, PHM Equipment for Scheduled Tribes (HRT-3)",https://www.myscheme.gov.in/schemes/atesgephmesthrt3,Gujarat,"Agriculture,Rural & Environment","Under the scheme, financial assistance is provided to farmers belonging to the Scheduled Tribes category as well as to farmer groups and cooperative societies for purchasing various tools, equipment, sorting/grading equipment, and Post-Harvest Management (PHM) equipment."
Mai Ramabai Ambedakar Saat Phera Samuh Lagna Yojana,https://www.myscheme.gov.in/schemes/mraspsly,Gujarat,Social welfare & Empowerment,"Under the scheme, incentives are provided to couples who participate in group marriages, as well as to the organizing institution. If people adopt the practice of group marriages, they can avoid the unnecessary expenses associated with individual weddings and promote financial growth."
